period_days,power,relative_power
369.5,23247445.676539455,0.8230704659585556
184.75,1042163.5827982599,0.03689756189276478
246.33333333333334,627334.1170595251,0.02221062009238097
147.79999999999998,469222.91080400336,0.016612729209369632
123.16666666666667,408144.550007798,0.01445026389683639
92.375,370219.08373682864,0.013107521488501882
82.1111111111111,322259.2564871055,0.011409514838181686
73.89999999999999,275173.35891621147,0.009742449467087484
