device,date,predicted_P_mean,predicted_P_std,predicted_P_q05,predicted_P_q95,actual_P,C_mean,F_mean
A8,2026-02-13,65.21233490539551,5.986921328689999,56.01384119322152,74.72215598229847,64.46151559024534,84.79960889081465,6.19332066360764
A8,2026-02-14,64.13208262188004,5.6045889213753455,54.63419577450729,72.4164474406879,63.8579073801652,84.7501795727148,6.4749142742751475
A8,2026-02-15,63.68710251780888,5.344535292824277,54.880234836574694,71.7125389079684,63.16374738877745,84.69810756301449,6.768401540183431
A8,2026-02-16,63.52566486413805,6.713255056047463,52.95928032423852,73.14065870185016,62.1140425638038,84.64670641144647,7.06996560040351
A8,2026-02-17,64.09378115498181,5.7304235585334045,53.671314402543146,73.27835965993518,61.5396409010889,84.59338751369458,7.358400240678787
A8,2026-02-18,62.857989185595216,6.165899785861602,53.302707688433074,72.74185504095638,61.1708178050869,84.54035385169746,7.639551831298141
A8,2026-02-19,62.995465751167984,5.608597272933307,54.61184529162024,70.61482028193542,60.83813818025605,84.48328823993424,7.923033753207927
A8,2026-02-20,63.18309044848488,5.729392863489145,55.08474520815244,73.17434841437222,60.17192780985295,84.4303246667742,8.225093067890679
A8,2026-02-21,62.521641232268856,5.874260167611571,53.15787111550451,72.84352457339045,59.61419910933195,84.3792592273023,8.529145648956591
A8,2026-02-22,62.45073926984588,6.767228480015036,52.02155819771113,74.21895400589639,58.5468824621909,84.32640614461415,8.81606336478344
A8,2026-02-23,62.17199216956069,6.363043858859728,53.44546635864054,72.5535008704186,,84.2790146017817,9.108825342888093
A8,2026-02-24,62.164287503507964,5.929508459112793,52.5726781675988,71.72436122196271,56.90620421517,84.22493788455718,9.39872855426844
A8,2026-02-25,61.78255648135911,6.220639660608191,51.850614133018446,71.74368958297362,56.66740133538015,84.17300537535259,9.681434215842994
A8,2026-02-26,61.5467251291552,6.531770480560023,49.730649909435364,71.79240673017667,55.290535829418246,84.12061192352256,9.984493781210382
A8,2026-02-27,62.11888436907118,5.904700250328721,54.01030706530617,70.22394104949674,53.7929985020472,84.07002624996333,10.28370790039575
A8,2026-02-28,61.05208254578983,5.699385419180366,52.637608567070004,69.54244072931296,53.26188720696365,84.02057685549119,10.579112229918916
