scenario_id,scenario_type,purchase_factor,medium_factor,major_factor,purchase_cost,medium_cost,major_cost,optimal_factory_annual_cost,original_plan_annual_cost,absolute_regret,relative_regret,original_plan_near_optimal_5pct,replacement_rate_per_year,medium_maintenances_per_year,major_maintenances_per_year,average_median_lifetime_years,fixed_policy_devices,threshold_policy_devices,state_policy_devices
purchase_maintenance_1.10_1.30,购置价×维护价,1.1,1.3,1.3,330.0,3.9000000000000004,15.600000000000001,1681.2757808839776,1681.5936141592633,0.31783327528569316,0.00018904291544518856,True,4.158273256473192,74.52375290724272,1.1796775583062504,3.840109514031485,0,0,10
purchase_maintenance_1.10_1.40,购置价×维护价,1.1,1.4,1.4,330.0,4.199999999999999,16.799999999999997,1705.048519826118,1705.6449646629576,0.5964448368395097,0.00034981106396921507,True,4.158273256473192,74.52375290724272,1.1796775583062504,3.840109514031485,0,0,10
purchase_maintenance_1.10_1.50,购置价×维护价,1.1,1.5,1.5,330.0,4.5,18.0,1728.8212587682583,1729.6963151666523,0.8750563983940083,0.0005061578193557522,True,4.158273256473192,74.52375290724272,1.1796775583062504,3.840109514031485,0,0,10
purchase_maintenance_1.20_0.50,购置价×维护价,1.2,0.5,0.5,360.0,1.5,6.0,1606.9006521403455,1613.6306335489112,6.7299814085656635,0.004188175167893249,True,4.1050354642030324,82.09051083005414,0.992019797028744,3.8666666666666667,0,0,10
purchase_maintenance_1.20_0.60,购置价×维护价,1.2,0.6,0.6,360.0,1.7999999999999998,7.199999999999999,1632.7182291457957,1637.6819840526055,4.963754906809754,0.00304017853062539,True,4.1050354642030324,82.09051083005414,0.992019797028744,3.8666666666666667,0,0,10
purchase_maintenance_1.20_0.70,购置价×维护价,1.2,0.7,0.7,360.0,2.0999999999999996,8.399999999999999,1658.025706281195,1661.7333345562997,3.707628275104753,0.0022361705618066897,True,4.117417533838461,79.04169536366277,1.1628373613877443,3.8636550308008215,0,0,10
purchase_maintenance_1.20_0.80,购置价×维护价,1.2,0.8,0.8,360.0,2.4000000000000004,9.600000000000001,1683.133619723959,1685.784685059994,2.6510653360348897,0.0015750771685433243,True,4.117417533838461,79.04169536366277,1.1628373613877443,3.8636550308008215,0,0,10
purchase_maintenance_1.20_0.90,购置价×维护价,1.2,0.9,0.9,360.0,2.7,10.8,1708.2415331667235,1709.8360355636887,1.5945023969652539,0.0009334174155158136,True,4.117417533838461,79.04169536366277,1.1628373613877443,3.8636550308008215,0,0,10
purchase_maintenance_1.20_1.00,购置价×维护价,1.2,1.0,1.0,360.0,3.0,12.0,1733.3494466094876,1733.8873860673834,0.5379394578958454,0.0003103468022262217,True,4.117417533838461,79.04169536366277,1.1628373613877443,3.8636550308008215,0,0,10
purchase_maintenance_1.20_1.10,购置价×维护价,1.2,1.1,1.1,360.0,3.3000000000000003,13.200000000000001,1757.7107510781614,1757.9387365710775,0.2279854929161047,0.00012970592162348714,True,4.147040550377261,75.58384841576648,1.1628373613877443,3.8559890485968515,0,0,10
purchase_maintenance_1.20_1.20,购置价×维护价,1.2,1.2,1.2,360.0,3.5999999999999996,14.399999999999999,1781.7813104365566,1781.9900870747722,0.2087766382155678,0.00011717298693879281,True,4.147040550377261,75.58384841576648,1.1628373613877443,3.8559890485968515,0,0,10
purchase_maintenance_1.20_1.30,购置价×维护价,1.2,1.3,1.3,360.0,3.9000000000000004,15.600000000000001,1805.851869794952,1806.0414375784667,0.18956778351457615,0.00010497416022062811,True,4.147040550377261,75.58384841576648,1.1628373613877443,3.8559890485968515,0,0,10
purchase_maintenance_1.20_1.40,购置价×维护价,1.2,1.4,1.4,360.0,4.199999999999999,16.799999999999997,1829.796717520314,1830.092788082161,0.2960705618470456,0.00016180516612155236,True,4.158273256473192,74.52375290724272,1.1796775583062504,3.840109514031485,0,0,10
purchase_maintenance_1.20_1.50,购置价×维护价,1.2,1.5,1.5,360.0,4.5,18.0,1853.569456462454,1854.1441385858554,0.5746821234015442,0.00031004078179963526,True,4.158273256473192,74.52375290724272,1.1796775583062504,3.840109514031485,0,0,10
purchase_maintenance_1.30_0.50,购置价×维护价,1.3,0.5,0.5,390.0,1.5,6.0,1730.0517160664363,1738.078456968114,8.02674090167784,0.004639595930651129,True,4.1050354642030324,82.09051083005414,0.992019797028744,3.8666666666666667,0,0,10
purchase_maintenance_1.30_0.60,购置价×维护价,1.3,0.6,0.6,390.0,1.7999999999999998,7.199999999999999,1755.869293071887,1762.1298074718084,6.260514399921476,0.0035654786063082913,True,4.1050354642030324,82.09051083005414,0.992019797028744,3.8666666666666667,0,0,10
purchase_maintenance_1.30_0.70,购置价×维护价,1.3,0.7,0.7,390.0,2.0999999999999996,8.399999999999999,1781.5482322963487,1786.1811579755029,4.632925679154141,0.0026005053330397203,True,4.117417533838461,79.04169536366277,1.1628373613877443,3.8636550308008215,0,0,10
purchase_maintenance_1.30_0.80,购置价×维护价,1.3,0.8,0.8,390.0,2.4000000000000004,9.600000000000001,1806.656145739113,1810.2325084791976,3.5763627400845053,0.001979548099686338,True,4.117417533838461,79.04169536366277,1.1628373613877443,3.8636550308008215,0,0,10
purchase_maintenance_1.30_0.90,购置价×维护价,1.3,0.9,0.9,390.0,2.7,10.8,1831.7640591818772,1834.283858982892,2.5197998010148694,0.0013756137360508593,True,4.117417533838461,79.04169536366277,1.1628373613877443,3.8636550308008215,0,0,10
purchase_maintenance_1.30_1.00,购置价×维护价,1.3,1.0,1.0,390.0,3.0,12.0,1856.871972624641,1858.3352094865866,1.463236861945461,0.0007880117119099025,True,4.117417533838461,79.04169536366277,1.1628373613877443,3.8636550308008215,0,0,10
purchase_maintenance_1.30_1.10,购置价×维护价,1.3,1.1,1.1,390.0,3.3000000000000003,13.200000000000001,1881.9798860674052,1882.3865599902808,0.4066739228755978,0.00021608834711054522,True,4.117417533838461,79.04169536366277,1.1628373613877443,3.8636550308008215,0,0,10
purchase_maintenance_1.30_1.20,购置价×维护价,1.3,1.2,1.2,390.0,3.5999999999999996,14.399999999999999,1906.1925269478747,1906.4379104939753,0.24538354610058377,0.00012872967584941846,True,4.147040550377261,75.58384841576648,1.1628373613877443,3.8559890485968515,0,0,10
purchase_maintenance_1.30_1.30,购置价×维护价,1.3,1.3,1.3,390.0,3.9000000000000004,15.600000000000001,1930.26308630627,1930.4892609976698,0.2261746913998195,0.00011717298693859648,True,4.147040550377261,75.58384841576648,1.1628373613877443,3.8559890485968515,0,0,10
purchase_maintenance_1.30_1.40,购置价×维护价,1.3,1.4,1.4,390.0,4.199999999999999,16.799999999999997,1954.3336456646653,1954.5406115013639,0.20696583669860047,0.00010590097405205945,True,4.147040550377261,75.58384841576648,1.1628373613877443,3.8559890485968515,0,0,10
purchase_maintenance_1.30_1.50,购置价×维护价,1.3,1.5,1.5,390.0,4.5,18.0,1978.3176541566497,1978.5919620050586,0.2743078484088528,0.00013865713012897786,True,4.158273256473192,74.52375290724272,1.1796775583062504,3.840109514031485,0,0,10
purchase_maintenance_1.40_0.50,购置价×维护价,1.4,0.5,0.5,420.0,1.5,6.0,1853.202779992527,1862.5262803873175,9.323500394790472,0.005031020078023015,True,4.1050354642030324,82.09051083005414,0.992019797028744,3.8666666666666667,0,0,10
purchase_maintenance_1.40_0.60,购置价×维护价,1.4,0.6,0.6,420.0,1.7999999999999998,7.199999999999999,1879.020356997978,1886.5776308910117,7.557273893033653,0.0040219223090842676,True,4.1050354642030324,82.09051083005414,0.992019797028744,3.8666666666666667,0,0,10
purchase_maintenance_1.40_0.70,购置价×维护价,1.4,0.7,0.7,420.0,2.0999999999999996,8.399999999999999,1904.8379340034285,1910.628981394706,5.791047391277516,0.0030401785306251113,True,4.1050354642030324,82.09051083005414,0.992019797028744,3.8666666666666667,0,0,10
purchase_maintenance_1.40_0.80,购置价×维护价,1.4,0.8,0.8,420.0,2.4000000000000004,9.600000000000001,1930.1786717542668,1934.6803318984007,4.5016601441338935,0.002332250485413614,True,4.117417533838461,79.04169536366277,1.1628373613877443,3.8636550308008215,0,0,10
purchase_maintenance_1.40_0.90,购置价×维护价,1.4,0.9,0.9,420.0,2.7,10.8,1955.2865851970307,1958.7316824020952,3.445097205064485,0.0017619397745304577,True,4.117417533838461,79.04169536366277,1.1628373613877443,3.8636550308008215,0,0,10
purchase_maintenance_1.40_1.00,购置价×维护价,1.4,1.0,1.0,420.0,3.0,12.0,1980.394498639795,1982.7830329057897,2.388534265994622,0.001206090133877443,True,4.117417533838461,79.04169536366277,1.1628373613877443,3.8636550308008215,0,0,10
purchase_maintenance_1.40_1.10,购置价×维护价,1.4,1.1,1.1,420.0,3.3000000000000003,13.200000000000001,2005.5024120825592,2006.834383409484,1.3319713269247586,0.0006641584267862383,True,4.117417533838461,79.04169536366277,1.1628373613877443,3.8636550308008215,0,0,10
purchase_maintenance_1.40_1.20,购置价×维护价,1.4,1.2,1.2,420.0,3.5999999999999996,14.399999999999999,2030.6037434591926,2030.8857339131785,0.2819904539858271,0.0001388702522065916,True,4.147040550377261,75.58384841576648,1.1628373613877443,3.8559890485968515,0,0,10
purchase_maintenance_1.40_1.30,购置价×维护价,1.4,1.3,1.3,420.0,3.9000000000000004,15.600000000000001,2054.6743028175874,2054.937084416873,0.2627815992855176,0.00012789452757800277,True,4.147040550377261,75.58384841576648,1.1628373613877443,3.8559890485968515,0,0,10
purchase_maintenance_1.40_1.40,购置价×维护价,1.4,1.4,1.4,420.0,4.199999999999999,16.799999999999997,2078.7448621759827,2078.988434920567,0.24357274458452594,0.00011717298693864697,True,4.147040550377261,75.58384841576648,1.1628373613877443,3.8559890485968515,0,0,10
purchase_maintenance_1.40_1.50,购置价×维护价,1.4,1.5,1.5,420.0,4.5,18.0,2102.8154215343784,2103.039785424262,0.22436388988353428,0.00010669690149020349,True,4.147040550377261,75.58384841576648,1.1628373613877443,3.8559890485968515,0,0,10
purchase_maintenance_1.50_0.50,购置价×维护价,1.5,0.5,0.5,450.0,1.5,6.0,1976.3538439186182,1986.9741038065204,10.620259887902193,0.005373663183129626,True,4.1050354642030324,82.09051083005414,0.992019797028744,3.8666666666666667,0,0,10
purchase_maintenance_1.50_0.60,购置价×维护价,1.5,0.6,0.6,450.0,1.7999999999999998,7.199999999999999,2002.1714209240686,2011.025454310215,8.854033386146511,0.004422215447496539,True,4.1050354642030324,82.09051083005414,0.992019797028744,3.8666666666666667,0,0,10
purchase_maintenance_1.50_0.70,购置价×维护价,1.5,0.7,0.7,450.0,2.0999999999999996,8.399999999999999,2027.9889979295199,2035.0768048139096,7.087806884389693,0.003494992769500232,True,4.1050354642030324,82.09051083005414,0.992019797028744,3.8666666666666667,0,0,10
purchase_maintenance_1.50_0.80,购置价×维护价,1.5,0.8,0.8,450.0,2.4000000000000004,9.600000000000001,2053.7011977694206,2059.1281553176036,5.426957548183054,0.002642525384937895,True,4.117417533838461,79.04169536366277,1.1628373613877443,3.8636550308008215,0,0,10
purchase_maintenance_1.50_0.90,购置价×维护价,1.5,0.9,0.9,450.0,2.7,10.8,2078.8091112121847,2083.1795058212983,4.370394609113646,0.0021023549423281117,True,4.117417533838461,79.04169536366277,1.1628373613877443,3.8636550308008215,0,0,10
purchase_maintenance_1.50_1.00,购置价×维护价,1.5,1.0,1.0,450.0,3.0,12.0,2103.9170246549484,2107.2308563249926,3.3138316700442374,0.0015750771685436218,True,4.117417533838461,79.04169536366277,1.1628373613877443,3.8636550308008215,0,0,10
purchase_maintenance_1.50_1.10,购置价×维护价,1.5,1.1,1.1,450.0,3.3000000000000003,13.200000000000001,2129.024938097713,2131.2822068286873,2.257268730974374,0.0010602359279977469,True,4.117417533838461,79.04169536366277,1.1628373613877443,3.8636550308008215,0,0,10
purchase_maintenance_1.50_1.20,购置价×维护价,1.5,1.2,1.2,450.0,3.5999999999999996,14.399999999999999,2154.1328515404766,2155.3335573323816,1.2007057919049657,0.0005573963514118035,True,4.117417533838461,79.04169536366277,1.1628373613877443,3.8636550308008215,0,0,10
