scenario_id,scenario_type,purchase_factor,medium_factor,major_factor,purchase_cost,medium_cost,major_cost,device,optimal_candidate_id,optimal_family,optimal_policy_label,optimal_annual_cost,original_candidate_id,original_annual_cost,absolute_regret,relative_regret,replacement_rate_per_year,medium_maintenances_per_year,major_maintenances_per_year,median_lifetime_days,eol_within_2y_probability
purchase_0.60,购置价单因素,0.6,1.0,1.0,180.0,3.0,12.0,A7,S29,状态触发,堵塞损失≥10触发，维护后储备阈值50，冷却35日,84.32599056739899,S29,84.32599056739899,0.0,0.0,0.30115887418938586,9.737972196913791,0.07528971854734647,1262.0,0.005
purchase_0.60,购置价单因素,0.6,1.0,1.0,180.0,3.0,12.0,A8,S29,状态触发,堵塞损失≥10触发，维护后储备阈值50，冷却35日,145.21271680347235,S29,145.21271680347235,0.0,0.0,0.6392530234349021,9.678290774804417,0.0926916883980608,557.0,0.945
purchase_0.60,购置价单因素,0.6,1.0,1.0,180.0,3.0,12.0,A9,S32,状态触发,堵塞损失≥20触发，维护后储备阈值50，冷却21日,44.251820780698075,S33,44.274134447294934,0.022313666596858184,0.0005042429035279616,0.10933664611147696,5.846230467580674,0.5860444231575166,3271.0,0.0
purchase_0.60,购置价单因素,0.6,1.0,1.0,180.0,3.0,12.0,A10,S29,状态触发,堵塞损失≥10触发，维护后储备阈值50，冷却35日,240.8859894101314,S29,240.8859894101314,0.0,0.0,1.1792528976850805,9.540155942272301,0.0,308.0,1.0
medium_0.60,中维护价单因素,1.0,0.6,1.0,300.0,1.7999999999999998,12.0,A1,S32,状态触发,堵塞损失≥20触发，维护后储备阈值50，冷却21日,72.25524208436237,S32,72.25524208436237,0.0,0.0,0.19978831463992977,6.783812223598816,0.00899047415879684,1785.0,0.0
medium_0.60,中维护价单因素,1.0,0.6,1.0,300.0,1.7999999999999998,12.0,A2,S28,状态触发,堵塞损失≥10触发，维护后储备阈值50，冷却21日,177.16117303364405,S29,177.6933655188292,0.5321924851851634,0.0030040018141226496,0.5186110736420625,11.987694967236276,0.0,692.0,0.635
medium_0.60,中维护价单因素,1.0,0.6,1.0,300.0,1.7999999999999998,12.0,A3,S32,状态触发,堵塞损失≥20触发，维护后储备阈值50，冷却21日,62.38508368278906,S32,62.38508368278906,0.0,0.0,0.17037424025450018,5.916245492837518,0.05196414327762255,2093.0,0.0
medium_0.60,中维护价单因素,1.0,0.6,1.0,300.0,1.7999999999999998,12.0,A4,S32,状态触发,堵塞损失≥20触发，维护后储备阈值50，冷却21日,61.64139197518609,S32,61.64139197518609,0.0,0.0,0.1706189696529463,5.484546779493959,0.048626406351089696,2060.0,0.0
medium_0.60,中维护价单因素,1.0,0.6,1.0,300.0,1.7999999999999998,12.0,A5,S29,状态触发,堵塞损失≥10触发，维护后储备阈值50，冷却35日,193.42249476193913,S32,196.08527521736565,2.662780455426514,0.013766653453125064,0.5864219829973749,9.71994436818149,0.0,604.0,0.87
medium_0.60,中维护价单因素,1.0,0.6,1.0,300.0,1.7999999999999998,12.0,A6,S33,状态触发,堵塞损失≥20触发，维护后储备阈值50，冷却35日,83.66327084536162,S32,83.6650832790396,0.0018124336779834493,2.1663433184837436e-05,0.2356200791528644,6.353495434356988,0.1284129431383111,1491.0,0.0
medium_0.60,中维护价单因素,1.0,0.6,1.0,300.0,1.7999999999999998,12.0,A7,S29,状态触发,堵塞损失≥10触发，维护后储备阈值50，冷却35日,108.77948883382874,S29,108.77948883382874,0.0,0.0,0.30115887418938586,9.737972196913791,0.07528971854734647,1262.0,0.005
medium_0.60,中维护价单因素,1.0,0.6,1.0,300.0,1.7999999999999998,12.0,A8,S29,状态触发,堵塞损失≥10触发，维护后储备阈值50，冷却35日,210.3091306858953,S29,210.3091306858953,0.0,0.0,0.6392530234349021,9.678290774804417,0.0926916883980608,557.0,0.945
medium_0.60,中维护价单因素,1.0,0.6,1.0,300.0,1.7999999999999998,12.0,A9,S29,状态触发,堵塞损失≥10触发，维护后储备阈值50，冷却35日,50.06361877809176,S33,50.61872272799509,0.5551039499033337,0.01108797093481887,0.1051012597763595,9.854819622930346,0.06621379365910647,3487.0,0.005
medium_0.60,中维护价单因素,1.0,0.6,1.0,300.0,1.7999999999999998,12.0,A10,S29,状态触发,堵塞损失≥10触发，维护后储备阈值50，冷却35日,370.94815000161424,S29,370.94815000161424,0.0,0.0,1.1792528976850805,9.540155942272301,0.0,308.0,1.0
major_0.60,大维护价单因素,1.0,1.0,0.6,300.0,3.0,7.199999999999999,A1,S32,状态触发,堵塞损失≥20触发，维护后储备阈值50，冷却21日,80.35266247671872,S32,80.35266247671872,0.0,0.0,0.19978831463992977,6.783812223598816,0.00899047415879684,1785.0,0.0
major_0.60,大维护价单因素,1.0,1.0,0.6,300.0,3.0,7.199999999999999,A2,S29,状态触发,堵塞损失≥10触发，维护后储备阈值50，冷却35日,188.8506432302534,S29,188.8506432302534,0.0,0.0,0.5255925057200005,9.98100168362281,0.1708175643590002,681.0,0.66
major_0.60,大维护价单因素,1.0,1.0,0.6,300.0,3.0,7.199999999999999,A3,S32,状态触发,堵塞损失≥20触发，维护后储备阈值50，冷却21日,69.23515038646148,S32,69.23515038646148,0.0,0.0,0.17037424025450018,5.916245492837518,0.05196414327762255,2093.0,0.0
major_0.60,大维护价单因素,1.0,1.0,0.6,300.0,3.0,7.199999999999999,A4,S32,状态触发,堵塞损失≥20触发，维护后储备阈值50，冷却21日,67.98944136009361,S32,67.98944136009361,0.0,0.0,0.1706189696529463,5.484546779493959,0.048626406351089696,2060.0,0.0
major_0.60,大维护价单因素,1.0,1.0,0.6,300.0,3.0,7.199999999999999,A5,S32,状态触发,堵塞损失≥20触发，维护后储备阈值50，冷却21日,203.5997921217079,S32,203.5997921217079,0.0,0.0,0.6160449995361742,6.262097420285212,0.0,576.0,0.92
major_0.60,大维护价单因素,1.0,1.0,0.6,300.0,3.0,7.199999999999999,A6,S33,状态触发,堵塞损失≥20触发，维护后储备阈值50，冷却35日,90.67108323952611,S32,90.67551960702097,0.004436367494861315,4.8928140442987186e-05,0.2356200791528644,6.353495434356988,0.1284129431383111,1491.0,0.0
major_0.60,大维护价单因素,1.0,1.0,0.6,300.0,3.0,7.199999999999999,A7,S29,状态触发,堵塞损失≥10触发，维护后储备阈值50，冷却35日,120.10366482109802,S29,120.10366482109802,0.0,0.0,0.30115887418938586,9.737972196913791,0.07528971854734647,1262.0,0.005
major_0.60,大维护价单因素,1.0,1.0,0.6,300.0,3.0,7.199999999999999,A8,S29,状态触发,堵塞损失≥10触发，维护后储备阈值50，冷却35日,221.4781595113499,S29,221.4781595113499,0.0,0.0,0.6392530234349021,9.678290774804417,0.0926916883980608,557.0,0.945
major_0.60,大维护价单因素,1.0,1.0,0.6,300.0,3.0,7.199999999999999,A9,S32,状态触发,堵塞损失≥20触发，维护后储备阈值50，冷却21日,54.55920508291922,S33,54.715771789225144,0.15656670630592373,0.0028696661923129792,0.10933664611147696,5.846230467580674,0.5860444231575166,3271.0,0.0
major_0.60,大维护价单因素,1.0,1.0,0.6,300.0,3.0,7.199999999999999,A10,S29,状态触发,堵塞损失≥10触发，维护后储备阈值50，冷却35日,382.39633713234105,S29,382.39633713234105,0.0,0.0,1.1792528976850805,9.540155942272301,0.0,308.0,1.0
purchase_0.65,购置价单因素,0.65,1.0,1.0,195.0,3.0,12.0,A1,S32,状态触发,堵塞损失≥20触发，维护后储备阈值50，冷却21日,59.41804371548832,S32,59.41804371548832,0.0,0.0,0.19978831463992977,6.783812223598816,0.00899047415879684,1785.0,0.0
